"date","repo","message","bill"
"2021-11-18","eventjuicer/api-components","Update SavePaidOrder.php",0
"2021-11-18","eventjuicer/api-components","Update SavePaidOrder.php",0
"2021-11-18","eventjuicer/services","eb remidner",0
"2021-11-18","eventjuicer/services","teh21 top30 reminder",0
"2021-11-19","az/eventjuicer-api","work in progress",0
"2021-11-19","ecommerceberlin/event.ecommerceberlin.com","up",0
"2021-11-19","ecommerceberlin/admin","admin 2.0 draft work",0
"2021-11-19","eventjuicer/api-components","Create AllExhibitorsReps.php",0
"2021-11-22","ecommerceberlin/ecommercegermanyawards.com","profile edit page for EGA sugmissions $60$",60
"2021-11-22","ecommerceberlin/site-components","4.3.37",0
"2021-11-22","ecommerceberlin/site-components","4.3.36",0
"2021-11-22","ecommerceberlin/site-components","Update package-lock.json",0
"2021-11-22","ecommerceberlin/site-components","update profile link update",0
"2021-11-22","ecommerceberlin/targiehandlu.pl","added sales map on HP",0
"2021-11-22","ecommerceberlin/targiehandlu.pl","updated base libs $30$",30
"2021-11-22","ecommerceberlin/targiehandlu.pl","Update teh.code-workspace",0
"2021-11-30","ecommerceberlin/ecommercegermanyawards.com","removing regform from categories subpage $5$",5
"2021-11-30","ecommerceberlin/ecommercegermanyawards.com","added menu option to sponsors subpage $5$",0
"2021-11-30","ecommerceberlin/ecommercegermanyawards.com","removing regform from hp $5$",5
"2021-11-30","ecommerceberlin/ecommercegermanyawards.com","config awards timeline $15$",0
"2021-11-30","ecommerceberlin/ecommercegermanyawards.com","added vote option to burger menu",0
"2021-11-30","ecommerceberlin/ecommercegermanyawards.com","fixed voting category page error  resolves https://github.com/ecommerceberlin/ecommercegermanyawards.com/issues/83",0
"2021-11-30","ecommerceberlin/ecommercegermanyawards.com","markdown cleanups $15$  resolves https://github.com/ecommerceberlin/ecommercegermanyawards.com/issues/85",15
"2021-11-30","ecommerceberlin/site-components","4.3.38",0
"2021-11-30","ecommerceberlin/site-components","fix voting categories layout $45$",45
"2021-11-30","ecommerceberlin/site-components","added additional check for mybutton param $15$",15
"2021-11-30","ecommerceberlin/site-components","fixing hooks related bug $60$",0
